Gene	Chr	Start	End
UTRN	6	144285701	144853034
EPM2A	6	145501583	145736024
AL023806.1	6	145789760	145791832
FBXO30	6	145793502	145814753
SHPRH	6	145864245	145964423
GRM1	6	146027646	146437598
RAB32	6	146543693	146554965
ADGB	6	146598965	146815462
STXBP5	6	147204425	147390476
SAMD5	6	147508927	147737547
SASH1	6	148272304	148552050
UST	6	148747328	149076990
TAB2	6	149218641	149411613
SUMO4	6	149400227	149401292
ZC3H12D	6	149446795	149485061
PPIL4	6	149504733	149546038
GINM1	6	149566294	149591748
KATNA1	6	149594873	149648972
LATS1	6	149658153	149718256
AL358852.1	6	149717621	149718888
NUP43	6	149724315	149749665
PCMT1	6	149749443	149811420
LRP11	6	149818798	149864026
RAET1E	6	149883375	149898102
RAET1G	6	149916878	149923121
ULBP2	6	149942000	149949235
ULBP1	6	149964007	149973710
RAET1L	6	150018334	150025532
ULBP3	6	150063150	150069095
PPP1R14C	6	150143076	150250357
IYD	6	150368892	150405969
PLEKHG1	6	150599863	150843665
MTHFD1L	6	150865549	151101887
AKAP12	6	151239999	151358557
ZBTB2	6	151364117	151391548
RMND1	6	151404763	151452181
ARMT1	6	151452258	151470101
CCDC170	6	151494030	151621193
ESR1	6	151656691	152129619
SYNE1	6	152121684	152637801
MYCT1	6	152697895	152724567
VIP	6	152750798	152759765
FBXO5	6	152970519	152983579
MTRF1L	6	152987362	153002685
RGS17	6	153004459	153131249
OPRM1	6	154010496	154246867
IPCEF1	6	154154496	154356792
CNKSR3	6	154159828	154510659
SCAF8	6	154733325	154834244
TIAM2	6	154832697	155257723
TFB1M	6	155257509	155314493
CLDN20	6	155264013	155276548
NOX3	6	155395370	155455903
ARID1B	6	156777374	157210779
TMEM242	6	157289386	157323601
ZDHHC14	6	157381133	157678146
SNX9	6	157700387	157945077
SYNJ2	6	157981887	158099176
SERAC1	6	158109515	158168270
GTF2H5	6	158168352	158199344
TULP4	6	158232236	158511828
TMEM181	6	158536436	158635428
DYNLT1	6	158636474	158644739
SYTL3	6	158650014	158764876
EZR	6	158765741	158819412
RSPH3	6	158972871	159000187
TAGAP	6	159034468	159045152
FNDC1	6	159169397	159272109
SOD2	6	159669057	159762529
WTAP	6	159725585	159756319
ACAT2	6	159760328	159779055
TCP1	6	159778498	159789749
MRPL18	6	159789812	159798436
PNLDC1	6	159800249	159820704
MAS1	6	159906690	159916530
IGF2R	6	159969099	160113507
SLC22A1	6	160121789	160158718
SLC22A2	6	160171061	160277638
SLC22A3	6	160348268	160452581
LPA	6	160531483	160664259
PLG	6	160702238	160753315
MAP3K4	6	160991727	161117385
AGPAT4	6	161129979	161274061
PARK2	6	161347420	162727771
PACRG	6	162727132	163315492
QKI	6	163414000	163578596
C6orf118	6	165279664	165309607
PDE10A	6	165327287	165986603
T	6	166157656	166168700
PRR18	6	166305300	166308448
SFT2D1	6	166319728	166342591
MPC1	6	166364919	166383013
RPS6KA2	6	166409364	166906451
RP11-514O12.4	6	166858094	166956124
RNASET2	6	166929504	166957191
FGFR1OP	6	166999182	167052713
CCR6	6	167111807	167139696
TCP10L2	6	167146414	167196913
GPR31	6	167156271	167158329
UNC93A	6	167271169	167316019
TTLL2	6	167325086	167359503
TCP10	6	167357031	167384510
MLLT4	6	167826922	167972023
KIF25	6	167996241	168045089
FRMD1	6	168055745	168081557
DACT2	6	168292830	168319754
SMOC2	6	168441151	168673445
THBS2	6	169215780	169254044
WDR27	6	169457212	169702048
C6orf120	6	169702190	169704856
PHF10	6	169703905	169725566
TCTE3	6	169740114	169751587
ERMARD	6	169751622	169781584
DLL1	6	170282206	170306565
FAM120B	6	170290703	170407065
PSMB1	6	170535117	170553341
TBP	6	170554302	170572870
PDCD2	6	170575295	170584692
FAM20C	7	192969	260745
PDGFA	7	497258	520296
PRKAR1B	7	549197	727650
DNAAF5	7	726701	786475
SUN1	7	816615	896435
GET4	7	876552	896436
ADAP1	7	897901	955407
COX19	7	898778	975599
CYP2W1	7	983199	989640
C7orf50	7	996986	1138260
GPR146	7	1044576	1059261
GPER1	7	1082208	1093815
ZFAND2A	7	1152071	1160759
UNCX	7	1232907	1237318
MICALL2	7	1428465	1459502
INTS1	7	1470277	1504367
MAFK	7	1530714	1543043
TMEM184A	7	1542235	1560821
PSMG3	7	1567330	1571005
ELFN1	7	1688119	1747954
MAD1L1	7	1815793	2233243
FTSJ2	7	2234231	2242198
NUDT1	7	2242222	2251146
SNX8	7	2251770	2354318
EIF3B	7	2354086	2380745
CHST12	7	2403560	2448483
GRIFIN	7	2474844	2476894
LFNG	7	2512529	2529177
BRAT1	7	2537877	2555727
IQCE	7	2558972	2614734
TTYH3	7	2631951	2664802
AMZ1	7	2679522	2775500
GNA12	7	2728112	2844324
CARD11	7	2906141	3043945
SDK1	7	3301448	4269000
FOXK1	7	4682309	4771443
AP5Z1	7	4775622	4794312
RADIL	7	4797055	4883719
PAPOLB	7	4857733	4861994
MMD2	7	4905989	4959213
RBAK-RBAKDN	7	4983718	5073221
RBAK	7	5045821	5069488
WIPI2	7	5190188	5233826
SLC29A4	7	5274369	5306870
TNRC18	7	5306790	5425414
FBXL18	7	5431335	5513798
ACTB	7	5527151	5563784
FSCN1	7	5592823	5606655
RNF216	7	5620047	5781739
OCM	7	5879827	5886362
CCZ1	7	5898725	5926550
RSPH10B	7	5925550	5970683
PMS2	7	5973239	6009125
AIMP2	7	6009245	6023834
EIF2AK1	7	6022244	6059230
ANKRD61	7	6031376	6036386
USP42	7	6104884	6161564
CYTH3	7	6161776	6272644
FAM220A	7	6329409	6348981
RAC1	7	6374523	6403977
DAGLB	7	6409126	6484190
KDELR2	7	6445953	6484242
GRID2IP	7	6497462	6551436
ZDHHC4	7	6577434	6589374
C7orf26	7	6590017	6608726
ZNF853	7	6615617	6624290
ZNF316	7	6637322	6656432
ZNF12	7	6688433	6706923
RSPH10B2	7	6754109	6799365
CCZ1B	7	6794134	6826770
C1GALT1	7	7156934	7248651
COL28A1	7	7356203	7535853
MIOS	7	7566872	7608929
RPA3	7	7636518	7718607
GLCCI1	7	7968794	8094272
ICA1	7	8113184	8262687
NXPH1	7	8433955	8752963
NDUFA4	7	10931951	10940256
PHF14	7	10973872	11169630
THSD7A	7	11370357	11832198
TMEM106B	7	12211241	12243367
VWDE	7	12330885	12403941
SCIN	7	12570577	12660179
ARL4A	7	12686856	12690934
ETV1	7	13891228	13991425
DGKB	7	14145049	14974777
AGMO	7	15200318	15562015
MEOX2	7	15611212	15686812
ISPD	7	16087527	16421322
SOSTDC1	7	16461481	16530580
LRRC72	7	16526880	16581568
ANKMY2	7	16599776	16645817
BZW2	7	16646131	16706523
TSPAN13	7	16753535	16784536
AC073333.1	7	16789242	16789622
AGR2	7	16791811	16833433
AGR3	7	16859405	16881987
AHR	7	17298622	17346152
SNX13	7	17790761	17940501
PRPS1L1	7	18026774	18027863
HDAC9	7	18086949	19002416
TWIST1	7	19020991	19117672
FERD3L	7	19144782	19145421
TWISTNB	7	19695462	19709087
TMEM196	7	19719310	19773598
MACC1	7	20134655	20217404
ITGB8	7	20330702	20415754
ABCB5	7	20615207	20777038
SP8	7	20782283	20786886
SP4	7	21428034	21514822
DNAH11	7	21543215	21901839
CDCA7L	7	21900900	21946084
RAPGEF5	7	22118238	22357144
STEAP1B	7	22419444	22632925
IL6	7	22725884	22732002
AC073072.1	7	22798447	22798979
TOMM7	7	22812628	22822852
FAM126A	7	22889371	23014130
KLHL7	7	23105758	23177914
NUPL2	7	23181827	23201011
GPNMB	7	23235967	23275108
MALSU1	7	23298739	23311729
IGF2BP3	7	23310209	23470467
TRA2A	7	23504780	23532041
CCDC126	7	23597379	23644708
AC006026.2	7	23638162	23638536
FAM221A	7	23680130	23703249
STK31	7	23710167	23832513
NPY	7	24284163	24291865
MPP6	7	24573268	24694193
DFNA5	7	24698353	24758113
OSBPL3	7	24796539	24981634
CYCS	7	25120091	25125361
C7orf31	7	25134697	25180356
NPVF	7	25224570	25228486
NFE2L3	7	26152240	26187125
HNRNPA2B1	7	26189927	26201529
CBX3	7	26201162	26213356
SNX10	7	26291895	26374329
SKAP2	7	26667062	26995239
HOXA1	7	27092993	27095996
HOXA2	7	27100354	27102811
HOXA3	7	27106184	27152581
HOXA4	7	27128507	27130799
HOXA5	7	27141052	27143668
HOXA6	7	27145396	27150603
HOXA7	7	27153716	27157936
HOXA9	7	27162435	27175180
HOXA10-HOXA9	7	27163535	27180013
HOXA10	7	27170591	27180261
HOXA11	7	27181510	27185223
HOXA13	7	27193503	27200106
EVX1	7	27242700	27250493
HIBADH	7	27525442	27662995
TAX1BP1	7	27739331	27844564
JAZF1	7	27830573	28180743
CREB5	7	28299321	28825894
TRIL	7	28953358	28958292
CPVL	7	28995231	29195451
CHN2	7	29122274	29514328
PRR15	7	29563811	29567295
WIPF3	7	29806486	29917066
SCRN1	7	29920103	29990289
FKBP14	7	30010587	30026684
PLEKHA8	7	30027404	30130483
MTURN	7	30134810	30162762
ZNRF2	7	30284307	30367692
GS1-114I9.3	7	30362400	30412502
NOD1	7	30424527	30478784
GGCT	7	30496621	30504844
RP4-777O23.3	7	30497077	30550761
GARS	7	30594681	30634033
CRHR2	7	30651943	30700129
INMT	7	30697985	30757602
INMT-FAM188B	7	30752137	30892081
FAM188B	7	30771417	30892387
RP5-877J2.1	7	30852273	30923812
AQP1	7	30911855	30925516
GHRHR	7	30938669	30993254
ADCYAP1R1	7	31052461	31111479
NEUROD6	7	31337461	31340894
CCDC129	7	31514071	31658720
PPP1R17	7	31686715	31708455
PDE1C	7	31751179	32299329
LSM5	7	32485332	32495283
AVL9	7	32495426	32588721
KBTBD2	7	32868172	32894131
FKBP9	7	32957404	33006931
NT5C3A	7	33014114	33062797
RP9	7	33094797	33109401
BBS9	7	33129244	33606068
BMPER	7	33904911	34155872
NPSR1	7	34658239	34878332
DPY19L1	7	34928876	35038271
TBX20	7	35202430	35254147
HERPUD2	7	35632659	35695571
SEPT7	7	35800932	35907105
EEPD1	7	36153149	36301543
KIAA0895	7	36324221	36390125
ANLN	7	36389806	36453791
AOAH	7	36512949	36724549
ELMO1	7	36854361	37449249
GPR141	7	37683796	37833788
EPDR1	7	37683843	37951941
NME8	7	37848597	37900401
SFRP4	7	37905932	38025695
STARD3NL	7	38178222	38230671
AMPH	7	38383704	38631567
VPS41	7	38722963	38932394
POU6F2	7	38977998	39493095
YAE1D1	7	39566376	39610320
RALA	7	39623483	39708124
CDK13	7	39950037	40097134
MPLKIP	7	40126023	40134659
SUGCT	7	40134977	40860763
INHBA	7	41685114	41703108
GLI3	7	41960950	42237870
C7orf25	7	42908726	42912305
RP11-111K18.1	7	42909273	42932174
PSMA2	7	42916857	42932223
MRPL32	7	42932200	42948958
HECW1	7	43112599	43566001
STK17A	7	43582758	43626786
COA1	7	43608456	43729717
BLVRA	7	43758680	43807342
MRPS24	7	43866558	43869893
URGCP-MRPS24	7	43866558	43906589
URGCP	7	43875894	43926411
UBE2D4	7	43926438	43956136
SPDYE1	7	44000889	44010122
DBNL	7	44044640	44069456
PGAM2	7	44062727	44065587
POLM	7	44072247	44082540
AEBP1	7	44104361	44114562
POLD2	7	44114681	44124358
MYL7	7	44138864	44141332
GCK	7	44144271	44198170
YKT6	7	44200968	44214294
CAMK2B	7	44217150	44334577
NUDCD3	7	44379121	44490880
NPC1L1	7	44512535	44541315
DDX56	7	44565417	44575051
TMED4	7	44577894	44582287
OGDH	7	44606572	44709066
ZMIZ2	7	44748581	44769881
PPIA	7	44796680	44824564
H2AFV	7	44826791	44848083
PURB	7	44876293	44885361
MYO1G	7	44962662	44979098
CCM2	7	44999475	45076469
NACAD	7	45080438	45088914
TBRG4	7	45100100	45112047
RAMP3	7	45157791	45186302
ADCY1	7	45574140	45723116
IGFBP1	7	45888357	45893668
IGFBP3	7	45912245	45921874
TNS3	7	47275154	47582558
HUS1	7	47695730	47979581
PKD1L1	7	47774652	47948491
SUN3	7	47987148	48029119
C7orf57	7	48035511	48061304
UPP1	7	48088628	48108733
ABCA13	7	48171458	48647496
VWC2	7	49773661	49921950
ZPBP	7	49850421	50121329
C7orf72	7	50096036	50159830
IKZF1	7	50304124	50405101
FIGNL1	7	50444128	50542535
DDC	7	50458436	50565457
GRB10	7	50590063	50793462
COBL	7	51016212	51316818
POM121L12	7	53035642	53036924
VSTM2A	7	54542325	54571080
SEC61G	7	54752250	54759974
EGFR	7	55019021	55256620
LANCL2	7	55365448	55433742
VOPP1	7	55436056	55572988
SEPT14	7	55793544	55862789
RP11-15K19.2	7	55887277	55955239
ZNF713	7	55887475	55942225
GBAS	7	55951793	56000181
MRPS17	7	55951819	55956501
PSPH	7	56011051	56051604
CCT6A	7	56051630	56063989
SUMF2	7	56064002	56080670
PHKG1	7	56080283	56092996
CHCHD2	7	56101569	56106576
NUPR2	7	56114681	56116400
AC118758.1	7	56804059	56804689
ZNF479	7	57119614	57139864
ZNF716	7	57450177	57473546
AC079355.1	7	63762476	63765094
ZNF727	7	64045443	64078549
ZNF735	7	64207090	64220508
ZNF679	7	64228474	64266931
ZNF736	7	64307459	64354860
ZNF680	7	64519884	64563106
ZNF107	7	64666083	64711582
ZNF138	7	64794388	64833681
ZNF273	7	64870172	64930966
ZNF117	7	64971776	65006684
ERV3-1	7	64990809	65006743
AC104073.2	7	65140528	65141723
ZNF92	7	65373799	65401135
AC104057.1	7	65554258	65555459
VKORC1L1	7	65873267	65959563
GUSB	7	65960684	65982314
ASL	7	66075798	66093558
AC068533.7	7	66087761	66152277
CRCP	7	66114604	66154568
TPST1	7	66205199	66420543
KCTD7	7	66628881	66811187
RABGEF1	7	66682164	66811464
TMEM248	7	66921225	66958551
SBDS	7	66987677	66995601
TYW1	7	66995173	67239519
AUTS2	7	69598919	70793068
WBSCR17	7	71132169	71713600
CALN1	7	71779491	72447151
TYW1B	7	72558744	72828198
POM121	7	72879365	72951440
TRIM74	7	72959485	72969466
NSUN5	7	73302517	73308867
TRIM50	7	73312539	73328082
FKBP6	7	73328164	73358637
FZD9	7	73433783	73436120
BAZ1B	7	73440398	73522278
BCL7B	7	73536356	73558002
TBL2	7	73568932	73578791
MLXIPL	7	73593194	73624543
VPS37D	7	73667825	73672112
DNAJC30	7	73680969	73683453
WBSCR22	7	73683025	73705161
STX1A	7	73699206	73719672
ABHD11	7	73736094	73738867
CLDN3	7	73768997	73770270
CLDN4	7	73799542	73832693
WBSCR27	7	73834590	73842535
WBSCR28	7	73861159	73865893
ELN	7	74027789	74069907
LIMK1	7	74082933	74122525
EIF4H	7	74174245	74197101
LAT2	7	74199652	74229834
RFC2	7	74231499	74254458
CLIP2	7	74289475	74405943
GTF2IRD1	7	74453790	74602604
GTF2I	7	74657667	74760692
NCF1	7	74773962	74789315
GTF2IRD2	7	74796144	74851551
GATSL2	7	74964818	75024798
WBSCR16	7	75027122	75074228
GTF2IRD2B	7	75092573	75149817
TRIM73	7	75395063	75410996
POM121C	7	75416787	75486271
SPDYE5	7	75493625	75504304
HIP1	7	75533300	75738962
CCL26	7	75769533	75789896
CCL24	7	75811665	75823356
RHBDD2	7	75842602	75888926
POR	7	75899200	75986855
TMEM120A	7	75986837	75994659
STYXL1	7	75996338	76048004
MDH2	7	76048051	76067508
SRRM3	7	76201900	76287288
HSPB1	7	76302544	76304295
YWHAG	7	76326794	76359031
SSC4D	7	76389334	76409695
ZP3	7	76397518	76442071
DTX2	7	76461676	76505995
UPK3B	7	76510428	76516521
SPDYE16	7	76531319	76541459
POMZP3	7	76609986	76627261
CCDC146	7	77122434	77329533
FGL2	7	77193371	77199826
GSAP	7	77310751	77416400
PTPN12	7	77537275	77640071
RSBN1L	7	77696443	77783022
TMEM60	7	77793728	77798580
PHTF2	7	77798792	77957503
MAGI2	7	78017057	79453574
GNAI1	7	80133955	80219402
CD36	7	80369575	80679277
GNAT3	7	80458671	80512020
SEMA3C	7	80742538	80922359
HGF	7	81699006	81770438
CACNA2D1	7	81946444	82443798
PCLO	7	82754013	83162930
SEMA3E	7	83363906	83649010
SEMA3A	7	83955777	84492724
SEMA3D	7	84995553	85186855
GRM3	7	86643914	86864884
KIAA1324L	7	86876906	87059699
DMTF1	7	87152361	87196337
TMEM243	7	87196160	87220587
CROT	7	87345681	87399795
ABCB4	7	87401697	87480435
ABCB1	7	87503633	87713323
RUNDC3B	7	87627548	87832296
SLC25A40	7	87833568	87876357
DBF4	7	87876216	87909541
ADAM22	7	87934143	88202889
SRI	7	88205118	88226993
STEAP4	7	88270892	88306891
ZNF804B	7	88759368	89337057
C7orf62	7	88794106	88795721
STEAP1	7	90154375	90164829
STEAP2	7	90167590	90238137
CFAP69	7	90245174	90311063
GTPBP10	7	90335223	90391455
CLDN12	7	90383721	90513402
CDK14	7	90466424	91210590
FZD1	7	91264364	91271326
MTERF1	7	91692008	91880720
AKAP9	7	91940867	92110673
CYP51A1	7	92112151	92142952
LRRD1	7	92112159	92179531
KRIT1	7	92198969	92246166
ANKIB1	7	92246234	92401384
GATAD1	7	92447453	92458836
ERVW-1	7	92468380	92477986
PEX1	7	92487020	92528531
RBM48	7	92528773	92538005
FAM133B	7	92560793	92590394
CDK6	7	92604921	92836594
SAMD9	7	93099513	93118023
SAMD9L	7	93130055	93148369
HEPACAM2	7	93188586	93226524
VPS50	7	93232340	93361121
CALCR	7	93424487	93574730
GNGT1	7	93591573	93911265
TFPI2	7	93885397	93890991
GNG11	7	93921699	93928610
BET1	7	93962762	94004382
COL1A2	7	94394561	94431232
CASD1	7	94509219	94557019
SGCE	7	94585230	94656209
PEG10	7	94656325	94669695
PPP1R9A	7	94907202	95296415
PON1	7	95297676	95324707
PON3	7	95359944	95396368
PON2	7	95404863	95435329
ASB4	7	95478444	95540232
PDK4	7	95583499	95596491
DYNC1I1	7	95772506	96110322
SLC25A13	7	96120220	96322147
SHFM1	7	96481626	96709891
DLX6	7	97005548	97011039
DLX5	7	97020392	97025097
SDHAF3	7	97116590	97181763
TAC1	7	97731908	97740472
ASNS	7	97852118	97872542
OCM2	7	97984684	97991169
LMTK2	7	98106885	98209633
BHLHA15	7	98211427	98212979
TECPR1	7	98214624	98252251
BRI3	7	98252379	98310441
BAIAP2L1	7	98291651	98401068
NPTX2	7	98617297	98629868
TMEM130	7	98846488	98870771
TRRAP	7	98877933	99013243
SMURF1	7	99027438	99144100
KPNA7	7	99173574	99207506
ARPC1A	7	99325898	99388164
ARPC1B	7	99374249	99394801
PDAP1	7	99392048	99408829
BUD31	7	99408641	99419616
PTCD1	7	99416739	99466163
ATP5J2-PTCD1	7	99419749	99466197
CPSF4	7	99438922	99457371
ATP5J2	7	99448475	99466331
ZNF789	7	99472841	99503650
ZNF394	7	99486519	99500324
ZKSCAN5	7	99504651	99534700
FAM200A	7	99546308	99558536
ZNF655	7	99558406	99576453
GS1-259H13.13	7	99558695	99607810
ZSCAN25	7	99616946	99632407
CYP3A5	7	99648194	99679998
CYP3A7-CYP3A51P	7	99684957	99735102
CYP3A7	7	99705037	99735196
CYP3A4	7	99756960	99784265
CYP3A43	7	99828013	99866102
OR2AE1	7	99875987	99877057
TRIM4	7	99876958	99919600
GJC3	7	99923269	99929620
AZGP1	7	99966720	99976157
ZKSCAN1	7	100015572	100041689
ZSCAN21	7	100049774	100065038
ZNF3	7	100064033	100082548
COPS6	7	100088954	100092200
MCM7	7	100092728	100101940
AP4M1	7	100101549	100110345
TAF6	7	100107070	100119841
CNPY4	7	100119613	100125511
MBLAC1	7	100126694	100128498
LAMTOR4	7	100148907	100155944
C7orf43	7	100154420	100158715
GAL3ST4	7	100159244	100168750
GPC2	7	100169606	100177372
STAG3	7	100177563	100221488
GATS	7	100200653	100272218
PVRIG	7	100218241	100221490
SPDYE3	7	100307702	100322196
PILRB	7	100352176	100367733
PILRA	7	100367530	100400099
ZCWPW1	7	100400826	100428992
MEPCE	7	100428790	100434126
PPP1R35	7	100435282	100436565
C7orf61	7	100456615	100464271
TSC22D4	7	100463359	100479279
NYAP1	7	100483927	100494799
AGFG2	7	100539211	100568219
SAP25	7	100572228	100573820
LRCH4	7	100574011	100586153
FBXO24	7	100583982	100601117
PCOLCE	7	100602177	100608175
MOSPD3	7	100612102	100615384
TFR2	7	100620416	100642779
ACTL6B	7	100643097	100656461
GNB2	7	100673531	100679174
GIGYF1	7	100679507	100689448
POP7	7	100706053	100707495
EPO	7	100720800	100723700
ZAN	7	100733626	100797797
EPHB4	7	100802565	100827521
SLC12A9	7	100826820	100867009
TRIP6	7	100867138	100873454
SRRT	7	100875111	100888664
UFSP1	7	100888723	100889718
ACHE	7	100889994	100896974
MUC3A	7	100949555	100968346
MUC12	7	100969623	101018949
MUC17	7	101020072	101058745
TRIM56	7	101085439	101097967
SERPINE1	7	101127089	101139266
AP1S1	7	101154397	101161596
VGF	7	101162509	101165593
NAT16	7	101170493	101180276
MOGAT3	7	101195007	101201021
PLOD3	7	101205977	101218420
ZNHIT1	7	101217668	101224190
CLDN15	7	101232092	101238820
FIS1	7	101239458	101252316
IFT22	7	101313367	101321823
COL26A1	7	101362820	101559024
MYL10	7	101613325	101629296
AC004953.1	7	101635218	101638685
CUX1	7	101815904	102283957
SH2B2	7	102285091	102321711
SPDYE6	7	102347206	102356444
PRKRIP1	7	102363872	102426676
ORAI2	7	102433106	102456821
ALKBH4	7	102456238	102464876
LRWD1	7	102464929	102473168
POLR2J	7	102473118	102478907
RASA4B	7	102482445	102517781
POLR2J3	7	102537918	102572656
RP11-514P8.7	7	102541501	102592444
SPDYE2	7	102551232	102562308
RASA4	7	102573807	102616757
RP11-514P8.6	7	102582523	102642869
UPK3BL	7	102637025	102642791
RP11-577H5.5	7	102637049	102671641
SPDYE2B	7	102650325	102661398
POLR2J2	7	102665368	102671629
AC105052.2	7	102672879	102678856
FAM185A	7	102748971	102809225
FBXL13	7	102813230	103074843
LRRC17	7	102912991	102944949
ARMC10	7	103074881	103099764
NAPEPLD	7	103099776	103149560
PMPCB	7	103297422	103329511
DNAJC2	7	103312474	103344873
PSMC2	7	103344254	103369395
SLC26A5	7	103352730	103446177
RELN	7	103471784	103989516
ORC5	7	104126341	104208047
LHFPL3	7	104328656	104907232
KMT2E	7	105014179	105114361
SRPK2	7	105110704	105399308
PUS7	7	105439661	105522267
RINT1	7	105532085	105567677
EFCAB10	7	105565120	105600875
ATXN7L1	7	105605067	105876604
CDHR3	7	105876796	106033773
SYPL1	7	106090503	106112576
NAMPT	7	106248285	106286326
CCDC71L	7	106656765	106660996
PIK3CG	7	106865278	106907145
PRKAR2B	7	107044649	107161811
HBP1	7	107168961	107202529
COG5	7	107201555	107564514
GPR22	7	107470018	107475659
DUS4L	7	107563484	107578464
BCAP29	7	107579977	107629170
SLC26A4	7	107660635	107717809
CBLL1	7	107743697	107761667
SLC26A3	7	107765467	107803225
DLD	7	107890970	107931730
LAMB1	7	107923799	108003255
LAMB4	7	108023548	108130356
NRCAM	7	108147623	108456717
PNPLA8	7	108470422	108569666
THAP5	7	108554543	108569750
DNAJB9	7	108569568	108574850
IMMP2L	7	110663051	111562517
LRRN3	7	111091006	111125454
DOCK4	7	111726110	112206411
ZNF277	7	112206588	112343096
IFRD1	7	112422968	112481017
LSMEM1	7	112480853	112491062
TMEM168	7	112762382	112790592
C7orf60	7	112819147	112939916
GPR85	7	113078331	113087778
PPP1R3A	7	113876777	114075920
FOXP2	7	114086327	114693772
MDFIC	7	114922154	115019916
TFEC	7	115935148	116159896
TES	7	116210493	116258783
AC073130.2	7	116248600	116249422
CAV2	7	116287380	116508541
